test_id,PM2.5,PM10,O3
miyunshuik_aq#0,21.395412332958433,65.52227475292015,124.91884374684004
miyunshuik_aq#1,18.041652057193545,60.9613530709024,132.14901583455924
miyunshuik_aq#2,21.220267358517074,69.78232408489713,143.42684312439815
miyunshuik_aq#3,17.56671740860927,75.09561408911108,166.44536777908712
miyunshuik_aq#4,19.001370312869085,78.81043716350523,196.82334088021815
miyunshuik_aq#5,17.110709447920676,67.40381760449662,214.07374665480972
miyunshuik_aq#6,14.898626939208107,48.950709036027675,232.3831095904151
miyunshuik_aq#7,16.471141548688184,56.70558270882618,234.15679822163696
miyunshuik_aq#8,13.311001204124189,64.56027068455808,225.15932563095194
miyunshuik_aq#9,18.89155222408418,68.00937274341814,230.90839698180335
miyunshuik_aq#10,20.288884145593347,86.54827327964674,214.25162185913962
miyunshuik_aq#11,19.30300071862272,86.0942301550786,192.79436353227578
miyunshuik_aq#12,26.458684550215388,100.9748361573578,188.61066195648613
miyunshuik_aq#13,26.89718959178651,112.61430378513656,168.06477877813208
miyunshuik_aq#14,26.865930106433847,105.58023248095375,159.48989663256856
miyunshuik_aq#15,25.683701307992116,92.08909895123227,147.9661300170775
miyunshuik_aq#16,26.48652670464129,93.52956948896649,131.4599859003418
miyunshuik_aq#17,28.02036446044355,83.42478904837667,117.42923652216587
miyunshuik_aq#18,27.25092000979262,85.30147302989779,106.98665341649732
miyunshuik_aq#19,26.877339999953087,80.17702202657956,104.04137468650478
miyunshuik_aq#20,28.377556824628662,76.82377940581634,88.01891009579793
miyunshuik_aq#21,28.80239680018025,76.54528319912566,80.02369939259216
miyunshuik_aq#22,32.5838587040966,92.20818772880568,78.47507848566532
miyunshuik_aq#23,33.04101580984894,83.7882204178265,70.47454210156906
miyunshuik_aq#24,40.665835854609,96.04722924898161,88.05065452795935
miyunshuik_aq#25,39.89169359806917,100.19258124023499,99.85823267928711
miyunshuik_aq#26,43.14773549966293,98.3049601002298,130.18710602858192
miyunshuik_aq#27,40.30413175188764,93.47774177164428,158.4256357588892
miyunshuik_aq#28,38.1844030918051,90.87288208694179,179.02595145575512
miyunshuik_aq#29,36.83599809208087,82.36309360619677,195.96779816380297
miyunshuik_aq#30,33.573736436837095,83.29587182025594,223.44148710626126
miyunshuik_aq#31,35.10415828459383,89.21350102057835,227.5906097632567
miyunshuik_aq#32,36.08516242278493,88.4432581455408,243.93565924996682
miyunshuik_aq#33,39.39563613552053,97.74665942431761,242.88924030840653
miyunshuik_aq#34,41.5557674384837,105.93903682410163,228.22154380691344
miyunshuik_aq#35,40.02473715450999,108.55325883629936,207.52244008319497
miyunshuik_aq#36,45.570186350155325,123.3182099736924,184.62488713430992
miyunshuik_aq#37,47.99755401922018,134.15277118093002,174.26820139613227
miyunshuik_aq#38,47.979913200869966,129.39422956809528,159.95551962475582
miyunshuik_aq#39,43.16844193657277,124.61431185986953,142.6372435758715
miyunshuik_aq#40,48.61862633158621,118.85069289063489,131.48039398992464
miyunshuik_aq#41,58.39403415800966,110.76210681569947,124.6273657490358
miyunshuik_aq#42,54.30643302939383,94.36166759639804,117.82523367153695
miyunshuik_aq#43,48.2497482489636,93.55955249780249,110.65879933618709
miyunshuik_aq#44,47.299227118535015,91.75083206380874,95.37461906561961
miyunshuik_aq#45,46.50646443788389,94.27727431911848,83.51534643379081
miyunshuik_aq#46,45.58152302611932,91.01417514529928,81.41723834658501
miyunshuik_aq#47,45.46987332366775,104.90255280013218,83.305292002979
tiantan_aq#0,29.624902743498193,88.20613273154692,48.48604194047133
tiantan_aq#1,33.07586010287701,86.83106694583455,77.64492450895138
tiantan_aq#2,34.89255404893184,91.11365170256875,106.62349045725892
tiantan_aq#3,30.15040538312238,79.06099243855662,134.69732023378359
tiantan_aq#4,32.541098658803016,84.61138647589556,177.06955918634378
tiantan_aq#5,27.375629021092614,77.7379837831055,197.404111200846
tiantan_aq#6,30.233430022130722,66.84551422738913,202.9769772015695
tiantan_aq#7,34.31959268159578,78.52023433607523,221.2135026721884
tiantan_aq#8,36.603888839895994,88.2696863157405,202.28807862001327
tiantan_aq#9,32.9963260038348,74.05737193794714,186.59465144209742
tiantan_aq#10,32.23944111478038,97.84399228476327,177.01591518667584
tiantan_aq#11,40.65600565870679,82.82943055945333,166.21448183588686
tiantan_aq#12,45.86873091488812,88.71805141061223,148.17772354164038
tiantan_aq#13,51.38923228804626,98.08012181624291,133.07511899363573
tiantan_aq#14,50.79513514471859,102.51543157545063,120.70922554557256
tiantan_aq#15,52.947715033866636,109.63395951194698,106.87258832588404
tiantan_aq#16,46.7399631497849,126.49628565125973,90.60969708672168
tiantan_aq#17,45.41485323095517,94.19766967075128,79.02326860513018
tiantan_aq#18,46.74015400227769,91.85495583216752,66.99351001135139
tiantan_aq#19,32.44820720919938,103.33585348014739,61.636887314335894
tiantan_aq#20,38.58471762484248,109.23687901063639,54.114879074838896
tiantan_aq#21,42.405841351390066,122.12996687720266,46.42525928861821
tiantan_aq#22,43.11897543279287,107.90168000702998,39.576043917208615
tiantan_aq#23,45.94554252649647,117.53793609685056,43.525023005591294
tiantan_aq#24,61.21886364252306,112.71435086373243,52.018765365334545
tiantan_aq#25,58.47077351061143,173.39396118042214,77.89801944775587
tiantan_aq#26,62.48827544290498,135.15584736501566,108.3820777097675
tiantan_aq#27,52.489027159905106,80.34547651540764,128.6721221465372
tiantan_aq#28,47.49916561141199,70.20277373449414,150.6672198751702
tiantan_aq#29,42.98956925200258,68.11630621623466,185.43788063173758
tiantan_aq#30,36.36038560292544,78.3608393155737,192.28064499576953
tiantan_aq#31,36.27196698011153,84.1222051682426,195.99018332307364
tiantan_aq#32,18.911941985955295,81.55387884603913,201.65000518979502
tiantan_aq#33,30.942370615136696,78.9358356490795,190.78520773703036
tiantan_aq#34,32.89549563973497,88.58133517380591,197.01120604592217
tiantan_aq#35,33.447996985568786,95.20930284932794,179.18564992014822
tiantan_aq#36,52.3386116720454,95.03582717603545,156.02973207875402
tiantan_aq#37,48.96583239473925,117.67733189885718,133.03776257884616
tiantan_aq#38,40.11587935469263,133.42122741129526,115.76292938455649
tiantan_aq#39,61.12001349950178,117.5939225343631,96.18963968325328
tiantan_aq#40,61.05062668642041,131.01230215374184,92.98417183657381
tiantan_aq#41,64.30639345576022,107.67626073785124,88.8012792436175
tiantan_aq#42,60.657954754225,98.63280199296388,78.4939154390126
tiantan_aq#43,54.074175008987524,90.98865683169679,70.78822692506596
tiantan_aq#44,53.467059268160654,96.61991758715858,53.275296909968944
tiantan_aq#45,55.630180602378346,102.00822687552183,53.17107438895874
tiantan_aq#46,61.04918498122595,97.17450137225724,46.35124161207222
tiantan_aq#47,57.17090083538279,89.41137238370257,51.53404040631368
