test_id,PM2.5,PM10,O3
miyunshuik_aq#0,36.70307466061641,75.73016901911812,124.04502259190618
miyunshuik_aq#1,31.76788583339158,72.02552760365833,130.05251985723908
miyunshuik_aq#2,37.870613182812654,76.75923956391733,144.76078576297533
miyunshuik_aq#3,32.45909635464944,72.2006250823058,157.29718229271305
miyunshuik_aq#4,29.990718073519417,68.49999048431562,188.96148482164136
miyunshuik_aq#5,32.003898310777174,82.15809591074239,212.62294539290224
miyunshuik_aq#6,31.01666675334076,59.39095881834225,240.83242267369073
miyunshuik_aq#7,32.94884203272928,56.725626678922275,248.15423773944042
miyunshuik_aq#8,28.580693762003435,71.24991906285871,235.55347371821708
miyunshuik_aq#9,33.06649867536428,88.7655307178223,236.95669068554548
miyunshuik_aq#10,31.647707314217243,99.2475091963118,224.77096200132394
miyunshuik_aq#11,33.616562893140234,107.23495002528458,203.35292578825687
miyunshuik_aq#12,42.72466036141193,105.03088331549267,188.1140966382223
miyunshuik_aq#13,45.26899873911613,116.83979080206021,164.37730942727484
miyunshuik_aq#14,38.96264108528135,112.94449489771662,169.76368535506742
miyunshuik_aq#15,37.688726395853635,115.1205350451274,153.86687959345045
miyunshuik_aq#16,39.804589692471595,98.2846330937333,140.14271408879142
miyunshuik_aq#17,39.370120303992316,97.70072724480164,128.5608512012096
miyunshuik_aq#18,39.708563668756454,94.95692223544988,120.5416084265193
miyunshuik_aq#19,38.45270944383441,80.77402232009526,110.59883129254477
miyunshuik_aq#20,37.7713998789851,87.12561918837878,102.45017110797099
miyunshuik_aq#21,37.64824031951191,83.04252129004962,90.19348093580318
miyunshuik_aq#22,39.14170730896839,96.95382155169663,88.00841954620022
miyunshuik_aq#23,42.80169264275636,99.2741061220056,86.00011228687407
miyunshuik_aq#24,42.16346742043069,101.3068171959151,100.87163158085305
miyunshuik_aq#25,42.24954803891893,106.50060926553742,108.22252187046782
miyunshuik_aq#26,41.49260836935353,101.9366921818631,130.28369536307423
miyunshuik_aq#27,42.417101925764484,93.71134395461279,153.88877436426353
miyunshuik_aq#28,40.870613909249364,94.27053161012154,163.7385527635867
miyunshuik_aq#29,44.32117556530365,76.68991519061649,182.78242328730346
miyunshuik_aq#30,42.45142891878664,84.92163894771093,201.67361726020204
miyunshuik_aq#31,43.95047245504597,94.68834558133776,224.80861109213328
miyunshuik_aq#32,44.63744947380404,92.18370532370463,239.1435729181423
miyunshuik_aq#33,45.632642069734416,108.13242432059285,240.12847918213447
miyunshuik_aq#34,51.8022151679464,126.32207351606814,235.3227657010871
miyunshuik_aq#35,57.177356062034114,138.79772667989081,212.90392414105193
miyunshuik_aq#36,63.05143278728504,142.14757448931078,194.1404337289158
miyunshuik_aq#37,70.02267087239312,142.87544272052637,173.85534529488677
miyunshuik_aq#38,67.83309373336742,135.04192872705423,167.39123764033133
miyunshuik_aq#39,67.8930205575589,138.62398541773035,156.89299309112428
miyunshuik_aq#40,74.70592677300131,127.33058913925714,146.4659143035235
miyunshuik_aq#41,79.80869781106351,131.20604357289545,132.1174688726288
miyunshuik_aq#42,79.83255138577614,113.76631324868126,124.86303432278757
miyunshuik_aq#43,71.61035259110272,109.02539532947317,120.82287933753196
miyunshuik_aq#44,62.506911974870775,108.85103023703422,110.13828421678645
miyunshuik_aq#45,65.561154846512,116.36189997407496,101.36729472723727
miyunshuik_aq#46,65.00706110591238,116.08931384374418,99.59434242966643
miyunshuik_aq#47,62.714797748834386,120.80906494980266,97.04229022995108
tiantan_aq#0,59.84670041266197,113.62900697005941,46.573344520601545
tiantan_aq#1,63.75482877448184,104.09515128933805,71.66637563804001
tiantan_aq#2,67.86546752980675,107.51971207902264,101.01414264630696
tiantan_aq#3,61.716774406133105,115.83876709441923,112.47802545584044
tiantan_aq#4,67.3397216616789,97.69810179314241,150.8673532261511
tiantan_aq#5,73.0619058322319,99.84585191956663,168.01149069600746
tiantan_aq#6,70.57131083098804,100.04356504899582,185.6594673873381
tiantan_aq#7,78.87225308587293,112.21806899308918,212.15179038474338
tiantan_aq#8,74.42893080912265,122.16936063278854,210.0438321696796
tiantan_aq#9,84.12218189386591,112.20736578660438,178.12741963749062
tiantan_aq#10,74.3685198785935,127.36172673153959,168.9207309421701
tiantan_aq#11,84.58974414045068,126.22666611290329,153.58435902385247
tiantan_aq#12,105.4178900332994,118.88507908708802,141.14523466702576
tiantan_aq#13,110.18382141755214,124.30006931330352,117.19124880643687
tiantan_aq#14,99.40116558292814,129.92370557540693,109.96405903668554
tiantan_aq#15,98.02667614351014,142.21192860044158,104.24694860229798
tiantan_aq#16,103.03568296188877,158.14235909586193,85.66520829972035
tiantan_aq#17,90.08027342392826,113.00061954191068,71.1248701259384
tiantan_aq#18,81.50912507832143,118.07358627257926,70.5180851119554
tiantan_aq#19,76.0216107166024,109.72476625835284,62.80404623886332
tiantan_aq#20,75.95101260253446,120.08440876561136,53.7265520189184
tiantan_aq#21,68.11741538727725,114.5939773709325,42.74193867022544
tiantan_aq#22,75.33528930019749,143.79442536505107,36.04693729624925
tiantan_aq#23,78.22011059892259,150.6566479203552,42.76397671831697
tiantan_aq#24,77.1677806528098,151.30314938870828,48.661452949184635
tiantan_aq#25,77.05632228536379,219.12879058307402,71.96816748864792
tiantan_aq#26,81.49524947369785,152.5280514988299,97.29847048309318
tiantan_aq#27,73.52678761914407,95.74288490234366,113.87441252219799
tiantan_aq#28,71.37361917217657,90.67353811115063,125.7266207875828
tiantan_aq#29,69.73122847130782,79.41232155483748,143.88003680730168
tiantan_aq#30,59.10390314445341,98.12518251610405,158.24375564343956
tiantan_aq#31,45.764589644103864,86.19534787902455,173.5004616080455
tiantan_aq#32,47.11590557080352,99.28965948827476,180.13286612801386
tiantan_aq#33,52.02218636288064,105.48532699132366,183.316654929057
tiantan_aq#34,51.03158495621739,120.42813520667835,178.31405424143085
tiantan_aq#35,58.29900535971028,114.60380619887809,152.9533249635871
tiantan_aq#36,76.72359498406364,119.89105597614463,140.29451073433862
tiantan_aq#37,79.54852033863159,118.23965464928332,118.88587057405462
tiantan_aq#38,68.39408357111296,108.5147109507522,100.42686570000097
tiantan_aq#39,71.04017767091898,112.63424084678093,86.93103991658913
tiantan_aq#40,76.96318396408287,119.33137308334567,89.66802072381509
tiantan_aq#41,71.63780987051513,110.51330008090895,82.09458628222193
tiantan_aq#42,77.43360664253991,129.69358293610645,76.07973872997428
tiantan_aq#43,67.68596390976938,108.93480017757054,68.3439110258472
tiantan_aq#44,68.38750523857996,118.45179628920198,53.752389792543894
tiantan_aq#45,79.75316172066258,126.96193486966266,44.94039467136194
tiantan_aq#46,55.19296823910097,122.46550222128035,41.700807947763565
tiantan_aq#47,64.94965630630678,137.48452758790654,37.79494442056447
yizhuang_aq#0,66.33528596902116,117.46921360992906,54.097553198537646
yizhuang_aq#1,63.962929908685055,102.50305708461411,76.81897438484296
yizhuang_aq#2,69.9870682162234,112.87377259164771,104.64811418414985
yizhuang_aq#3,68.11189892075117,129.16807680043664,122.74394637205634
yizhuang_aq#4,73.40056896202293,104.99033566350468,152.64393490423288
yizhuang_aq#5,72.50411527200032,110.04764388027692,182.50319795936232
yizhuang_aq#6,77.85898352586631,104.69484896096543,199.77921362284272
yizhuang_aq#7,75.2835039308733,98.07966807547825,231.2721397477365
yizhuang_aq#8,69.66505250128876,105.90197391620421,227.19255525387558
yizhuang_aq#9,73.21497675369942,112.21081095457991,192.87471404099472
yizhuang_aq#10,73.61950003988554,117.7386611008713,181.99396230703906
yizhuang_aq#11,82.23682089599949,121.17413409283535,158.35541194321783
yizhuang_aq#12,94.47385912320328,116.87694450071471,146.16594690133616
yizhuang_aq#13,90.08829085587291,117.31985202214125,124.05780069959198
yizhuang_aq#14,79.53913644082485,121.68269471283709,114.12339530287082
yizhuang_aq#15,76.39609006600365,119.77140888094661,107.31897545802791
yizhuang_aq#16,85.581736135645,136.97109188575394,87.86316630657348
yizhuang_aq#17,76.66247110700364,112.9578447636951,73.52331224612833
yizhuang_aq#18,82.02068166698393,119.80918458996722,68.40482299470666
yizhuang_aq#19,71.14417329396868,108.10895477345835,60.43047789252077
yizhuang_aq#20,72.8402996371301,101.54785635183569,50.75843085722484
yizhuang_aq#21,69.52694188453566,104.57863180019649,37.37701092202893
yizhuang_aq#22,75.92711689597031,131.0452573432435,37.02570822287956
yizhuang_aq#23,76.4835359279568,132.57352084006675,40.18857311508296
yizhuang_aq#24,76.11538412669414,140.7428842875706,57.401675560758534
yizhuang_aq#25,75.62087258846046,155.73667649396484,74.78588694835393
yizhuang_aq#26,82.06861502024843,151.45003905991828,103.26943297293121
yizhuang_aq#27,70.16410838647165,96.67054526575832,122.65140249884672
yizhuang_aq#28,70.21620922859682,89.57599418663156,132.81433079621377
yizhuang_aq#29,72.53925870046385,75.15950529376866,161.0393505858863
yizhuang_aq#30,58.59345657302406,93.39850287346209,166.73460589487917
yizhuang_aq#31,42.28747837597287,89.51511419278062,198.1078065547968
yizhuang_aq#32,48.738724220720684,96.07464873703455,210.4677900646851
yizhuang_aq#33,49.01402793831336,94.91031844915008,198.29133262683177
yizhuang_aq#34,53.97782818323009,114.76286041728167,193.82727535242242
yizhuang_aq#35,60.32269162696456,112.6197177194932,166.5400464374315
yizhuang_aq#36,75.41143747897861,115.90917207331901,146.73975796686722
yizhuang_aq#37,74.63604549974693,112.9137597429768,128.36939985629758
yizhuang_aq#38,72.53328048459213,133.56105543010065,103.46144234676507
yizhuang_aq#39,66.43102397183358,112.9525402652709,90.06156895374536
yizhuang_aq#40,77.39309276513362,119.9915815473831,94.84915367218687
yizhuang_aq#41,66.58489553666357,113.35168141052222,85.62452443754792
yizhuang_aq#42,71.98070488065042,114.7728555649199,79.5953113844057
yizhuang_aq#43,73.31589112694219,110.41648275746482,62.207251539710214
yizhuang_aq#44,66.98674220117866,111.19762621978222,56.725076337662884
yizhuang_aq#45,74.00208215127606,126.71489521399128,51.99725359633908
yizhuang_aq#46,65.36294411810809,128.51558911625526,49.83383836320873
yizhuang_aq#47,63.51857124676459,115.9574349561318,52.815709441145714
pingchang_aq#0,42.378564805992426,66.13232014430224,86.96995655991434
pingchang_aq#1,36.985881636007385,59.787446371028366,112.98566347233935
pingchang_aq#2,38.808421634272435,73.52723508758149,125.72070697660271
pingchang_aq#3,40.48743297346972,79.83567011741982,150.6216443499066
pingchang_aq#4,41.35746797948319,86.84601954990367,179.5348771751432
pingchang_aq#5,40.763246295542146,87.67076302574387,198.02773322611728
pingchang_aq#6,47.08573502186101,70.81510908768651,212.400686138813
pingchang_aq#7,44.335060388672225,84.48403350282531,224.85789407514008
pingchang_aq#8,44.49236727539183,89.9273432633774,215.21258985100013
pingchang_aq#9,50.48760365702946,116.73902572967347,195.9273618069668
pingchang_aq#10,53.38202528340743,109.51838331202038,185.92446628935818
pingchang_aq#11,58.21720385954498,97.02420667595115,179.14417082995686
pingchang_aq#12,64.1441579073312,95.43994784188041,164.72380046313708
pingchang_aq#13,74.83480997643278,103.28597585318161,146.71555853080787
pingchang_aq#14,81.000518062798,117.4559788965074,136.73475918892044
pingchang_aq#15,73.92380588429992,119.81170624566244,137.11238608976873
pingchang_aq#16,89.29559172709004,119.37367181688529,122.28637546681739
pingchang_aq#17,68.19157509552556,86.79131372993966,110.07210135705573
pingchang_aq#18,55.85501862488266,97.14965425229953,99.10591044756161
pingchang_aq#19,59.73044591312793,83.31479540358738,89.80194564485288
pingchang_aq#20,54.71492086759065,75.60843308537537,80.5494866785474
pingchang_aq#21,51.571910904271576,84.07600774673747,73.40256805978723
pingchang_aq#22,53.371999426697116,99.3768672471524,69.27409951043435
pingchang_aq#23,58.92771006031923,97.90605716885395,72.40550059713081
pingchang_aq#24,58.383284631697464,116.3954623213453,76.3401689097079
pingchang_aq#25,64.67871291665722,131.73620663824795,99.2741573742812
pingchang_aq#26,61.69674687501972,90.90474086169505,121.05495436502551
pingchang_aq#27,58.208630188194235,80.88605473254029,140.32885898494038
pingchang_aq#28,55.78068032110827,62.67739719620191,150.75711507655825
pingchang_aq#29,56.65845387521121,66.00990043116931,172.50722687786225
pingchang_aq#30,48.89663945206475,88.82105474803896,184.42819456362156
pingchang_aq#31,45.059966120150904,88.55761636351474,204.7115815131019
pingchang_aq#32,52.894610562895735,105.32345187008099,210.43538474554094
pingchang_aq#33,57.89879510636406,88.60067056580033,216.26096357567394
pingchang_aq#34,57.93969999964219,107.23120074445336,201.0059731013469
pingchang_aq#35,57.835082296144364,108.59159451244065,188.2331444727588
pingchang_aq#36,72.16610754603909,114.2954433938774,160.8248701766212
pingchang_aq#37,93.85502855504984,128.5942877421316,149.99203155597894
pingchang_aq#38,75.95088796991212,148.9312697087127,133.35755976174443
pingchang_aq#39,63.1353009689351,157.1477542821782,125.34974907161222
pingchang_aq#40,75.72167842138415,134.00861184959476,122.30802303393762
pingchang_aq#41,74.80932368507419,125.20825265304336,111.31062958106057
pingchang_aq#42,70.27263999192374,101.35250024881347,101.50175835553026
pingchang_aq#43,79.81790499248602,93.98055993385843,96.42768712608796
pingchang_aq#44,71.83215412619542,89.95067847698596,83.99427613017063
pingchang_aq#45,72.64780577577721,110.05095329681514,82.76255519576446
pingchang_aq#46,68.36531362186919,92.02850257795322,82.95308148423406
pingchang_aq#47,76.84021762093505,96.80887348720084,80.67802515344798
zhiwuyuan_aq#0,84.28698240970965,101.48696942878698,14.737445181541514
zhiwuyuan_aq#1,84.39081805094422,94.92024883569687,22.082030064519355
zhiwuyuan_aq#2,85.79229398845331,114.37308818192196,25.428669913043592
zhiwuyuan_aq#3,83.88819846271588,115.95989493755371,34.92743172297368
zhiwuyuan_aq#4,90.90759662140344,126.08786672480709,45.22708764434818
zhiwuyuan_aq#5,90.05353437439152,107.66119505787438,48.351192496377436
zhiwuyuan_aq#6,90.07973303516947,107.07398828762832,46.76917430693965
zhiwuyuan_aq#7,96.28194261567612,109.24891392852766,68.31116319962213
zhiwuyuan_aq#8,78.92238754465367,114.31339123019853,85.35713986009162
zhiwuyuan_aq#9,84.99607045041088,131.45285047810682,60.42578199032316
zhiwuyuan_aq#10,79.59338521120083,113.56562833782264,49.01572679489434
zhiwuyuan_aq#11,92.77038205083379,115.50069327330311,38.001094100257234
zhiwuyuan_aq#12,106.42652848781282,102.43697055087848,41.782955106187785
zhiwuyuan_aq#13,122.0089609991343,124.2596267704541,35.45826908681824
zhiwuyuan_aq#14,110.63431606171461,121.44572396786909,29.887978133975476
zhiwuyuan_aq#15,104.85553529306544,136.19814564718374,30.388794767299085
zhiwuyuan_aq#16,114.26683174776167,142.34638971872852,19.503630117221565
zhiwuyuan_aq#17,101.38292714962039,98.96023375069682,11.295430303075978
zhiwuyuan_aq#18,80.7089133583801,97.43930308976476,9.997101969014178
zhiwuyuan_aq#19,73.66589382860934,97.09135619261609,14.595620031009997
zhiwuyuan_aq#20,80.81684551484075,94.37575196426525,12.927925751820158
zhiwuyuan_aq#21,76.0038955518432,92.79886767070977,9.545974958265159
zhiwuyuan_aq#22,80.06958043869197,135.69003069573574,3.3800000631434375
zhiwuyuan_aq#23,80.1398812372945,130.9285751381086,7.562414363862007
zhiwuyuan_aq#24,85.43654211176468,123.7465766844933,7.0880045681658554
zhiwuyuan_aq#25,82.00646197443601,171.07572725749114,13.731212551666154
zhiwuyuan_aq#26,89.13189289684789,121.91894727391141,28.434211287554604
zhiwuyuan_aq#27,79.94598137866765,91.30334177891343,34.42191669425678
zhiwuyuan_aq#28,71.97509241192526,78.1145198186217,44.09122024002389
zhiwuyuan_aq#29,73.79781401988058,75.87396420555498,54.52427731477189
zhiwuyuan_aq#30,51.0994182752074,81.32056625051872,59.22709707711908
zhiwuyuan_aq#31,31.380266691258544,86.6732651933574,62.27032184837712
zhiwuyuan_aq#32,33.46664154413965,104.42926504477373,70.28847011320951
